Benchmark, twise, seed, Strategy 1 Coverage, Strategy 3 Coverage
olpcl2294.cnf,2,2,0.925977579494017,0.928423650696153
olpcl2294.cnf,2,3,0.926153311526736,0.934773412831472
olpcl2294.cnf,2,4,0.925403235777327,0.924924176408585
olpcl2294.cnf,2,5,0.924421048675135,0.922955845760687
olpcl2294.cnf,2,6,0.927116375818613,0.922500195349398
olpcl2294.cnf,2,7,0.927518943946097,0.925585891586194
olpcl2294.cnf,2,8,0.925757337471773,0.925088368814389
olpcl2294.cnf,2,9,0.927927776442478,0.926337615853733
olpcl2294.cnf,2,10,0.923318190045786,0.921451408114732
olpcl2294.cnf,2,11,0.9262225492882193,0.9244738012553135
olpcl2294.cnf,2,12,0.9285743252532865,0.9247754800732074
olpcl2294.cnf,2,13,0.9270669202746958,0.9264638923425343
olpcl2294.cnf,2,14,0.9285139894897078,0.9242931236682034
olpcl2294.cnf,2,15,0.923870773323152,0.927971297321125
olpcl2294.cnf,2,16,0.9242931236682034,0.9230870678038804
olpcl2294.cnf,2,17,0.9262225492882193,0.927247597861806
olpcl2294.cnf,2,18,0.9271272560382746,0.9333382129469998
olpcl2294.cnf,2,19,0.9249561576603176,0.9256195213560579
olpcl2294.cnf,2,20,0.9254988498289003,0.9293583604761844
olpcl2294.cnf,2,21,0.9227250532224078,0.9239311090867308
olpcl2294.cnf,2,22,0.9309261012183538,0.9472071959794621
olpcl2294.cnf,2,23,0.9254988498289003,0.9269462487475384
olpcl2294.cnf,2,24,0.9297200453540309,0.9259815359375304
olpcl2294.cnf,2,25,0.9250768291874751,0.9254388437689477
olpcl2294.cnf,2,26,0.9319511497919405,0.9374987430049254
olpcl2294.cnf,2,27,0.927247597861806,0.9349662894527481
olpcl2294.cnf,2,28,0.9270669202746958,0.9408155614836268
olpcl2294.cnf,2,29,0.9268859129839596,0.9234487526817269
olpcl2294.cnf,2,30,0.9256195213560579,0.9269462487475384
olpcl2294.cnf,2,31,0.9197705790288052,0.9259212001739516
olpcl2294.cnf,2,32,0.9267652414568021,0.9295993738268733
olpcl2294.cnf,2,33,0.9274889409161211,0.9288760040711804
olpcl2294.cnf,2,34,0.9369560508363427,0.9412979178886307
olpcl2294.cnf,2,35,0.9246548085460499,0.9242931236682034
olpcl2294.cnf,2,36,0.9271875918018534,0.9238104375595734
olpcl2294.cnf,2,37,0.9292376889490268,0.9261622135246406
olpcl2294.cnf,2,38,0.9236297599724631,0.9236297599724631
olpcl2294.cnf,2,39,0.9214589912981322,0.9211573124802384
olpcl2294.cnf,2,40,0.9204336130209194,0.9227853889859866
olpcl2294.cnf,2,41,0.9252578364782114,0.9294790320033419
olpcl2294.cnf,2,42,0.9252578364782114,0.9298407168811883
olpcl2294.cnf,2,43,0.9236900957360419,0.9241121163774672
olpcl2294.cnf,2,44,0.9268255772203808,0.931830478264783
olpcl2294.cnf,2,45,0.9277302839704361,0.9256195213560579
olpcl2294.cnf,2,46,0.9247151443096286,0.9475692105609347
olpcl2294.cnf,2,47,0.9268859129839596,0.9225443756352977
olpcl2294.cnf,2,48,0.9257401928832153,0.9268859129839596
olpcl2294.cnf,2,49,0.9274286051525423,0.9251371649510538
olpcl2294.cnf,2,50,0.9238104375595734,0.9255591855924791
pc_i82544.cnf,2,1,0.923195223266224,0.9329042611216646
pc_i82544.cnf,2,2,0.921647580868346,0.9247929087885131
pc_i82544.cnf,2,3,0.922653145395092,0.9229302298087748
pc_i82544.cnf,2,4,0.922469430032323,0.9214282643566671
pc_i82544.cnf,2,5,0.924059054917123,0.9183040956099081
pc_i82544.cnf,2,6,0.923665091259851,0.930080351121369
pc_i82544.cnf,2,7,0.921872606998245,0.9231707054938618
pc_i82544.cnf,2,8,0.924895346056602,0.9241319365144192
pc_i82544.cnf,2,9,0.921117258093552,0.920406914414838
pc_i82544.cnf,2,10,0.921897124770608,0.9475642096947974
pc_i82544.cnf,2,11,0.9250333844736001,0.9174026476507272
pc_i82544.cnf,2,12,0.9309814632206546,0.9158405632773478
pc_i82544.cnf,2,13,0.92311058657259,0.9229302298087748
pc_i82544.cnf,2,14,0.9250935033948718,0.9315823165734768
pc_i82544.cnf,2,15,0.9212479075928518,0.922329712315848
pc_i82544.cnf,2,16,0.9280974342990873,0.9256342378264222
pc_i82544.cnf,2,17,0.9208875299251167,0.920166438729751
pc_i82544.cnf,2,18,0.9232909433364054,0.9214282643566671
pc_i82544.cnf,2,19,0.9243724121995062,0.9205271522573816
pc_i82544.cnf,2,20,0.9193254455517372,0.9303204909465607
pc_i82544.cnf,2,21,0.9228704467473984,0.9243122932782344
pc_i82544.cnf,2,22,0.9244926500420496,0.9209476488463885
pc_i82544.cnf,2,23,0.9192052077091937,0.9183040956099081
pc_i82544.cnf,2,24,0.9272564411210734,0.9215485021992106
pc_i82544.cnf,2,25,0.9225097332197679,0.9269558465147147
pc_i82544.cnf,2,26,0.9210678866889319,0.9208875299251167
pc_i82544.cnf,2,27,0.9237715588466839,0.9240718175931474
pc_i82544.cnf,2,28,0.9267157066895231,0.9248530277097848
pc_i82544.cnf,2,29,0.9241319365144192,0.9305609666316477
pc_i82544.cnf,2,30,0.9231707054938618,0.9297797565150102
pc_i82544.cnf,2,31,0.9251532864562482,0.924432531120778
pc_i82544.cnf,2,32,0.9264752310044361,0.9240116986718756
pc_i82544.cnf,2,33,0.9217886420244022,0.9183642145311799
pc_i82544.cnf,2,34,0.9277971755526239,0.9226299710623114
pc_i82544.cnf,2,35,0.9191450887879219,0.9234111811789488
pc_i82544.cnf,2,36,0.9264151120831643,0.9214282643566671
pc_i82544.cnf,2,37,0.9172226267468073,0.921848760945674
pc_i82544.cnf,2,38,0.922329712315848,0.9240718175931474
pc_i82544.cnf,2,39,0.9247929087885131,0.9463023840678814
pc_i82544.cnf,2,40,0.9251532864562482,0.92521340537752
pc_i82544.cnf,2,41,0.9276168187888086,0.9266555877682513
pc_i82544.cnf,2,42,0.9263549931618925,0.9305008477103759
pc_i82544.cnf,2,43,0.9207672920825731,0.926895727593443
pc_i82544.cnf,2,44,0.9253336432200635,0.9208274110038449
pc_i82544.cnf,2,45,0.924432531120778,0.9228704467473984
pc_i82544.cnf,2,46,0.9225097332197679,0.9216086211204824
pc_i82544.cnf,2,47,0.9249732655523283,0.9190849698666502
pc_i82544.cnf,2,48,0.9221493555520328,0.9232308244151336
pc_i82544.cnf,2,49,0.9234111811789488,0.9314620787309332
pc_i82544.cnf,2,50,0.9215485021992106,0.9203467954935662
pc_rltk8139.cnf,2,1,0.919211382892234,0.920606188184955
pc_rltk8139.cnf,2,2,0.92017850572017,0.9240566715962464
pc_rltk8139.cnf,2,3,0.923772773173834,0.9269717179123892
pc_rltk8139.cnf,2,4,0.924011968436901,0.9231048946289822
pc_rltk8139.cnf,2,5,0.922180139720725,0.9282210711344027
pc_rltk8139.cnf,2,6,0.919928635075767,0.9219149232156517
pc_rltk8139.cnf,2,7,0.92351689762743,0.9206659035993049
pc_rltk8139.cnf,2,8,0.924801946655787,0.9294107089420663
pc_rltk8139.cnf,2,9,0.92442897552035,0.9316712209400274
pc_rltk8139.cnf,2,10,0.92404599621491,0.9223909785021173
pc_rltk8139.cnf,2,11,0.9270908151354222,0.9227479365655497
pc_rltk8139.cnf,2,12,0.9261387045624911,0.9229857974059491
pc_rltk8139.cnf,2,13,0.9264956626259236,0.9272692941671384
pc_rltk8139.cnf,2,14,0.9132294996815734,0.9232833736606983
pc_rltk8139.cnf,2,15,0.9276856340392541,0.9204277091532388
pc_rltk8139.cnf,2,16,0.9234618526924145,0.9276856340392541
pc_rltk8139.cnf,2,17,0.9235212345010977,0.9242945324366458
pc_rltk8139.cnf,2,18,0.9275071550075378,0.9419035739508685
pc_rltk8139.cnf,2,19,0.9248896849461443,0.9292322299103501
pc_rltk8139.cnf,2,20,0.92530602481826,0.9233427554693815
pc_rltk8139.cnf,2,21,0.9236403317241308,0.9270310997210723
pc_rltk8139.cnf,2,22,0.9216176805665692,0.9212010070887868
pc_rltk8139.cnf,2,23,0.9228670337885827,0.9253654066269431
pc_rltk8139.cnf,2,24,0.922212499470401,0.9273880577845047
pc_rltk8139.cnf,2,25,0.926852620689356,0.9277450158479372
pc_rltk8139.cnf,2,26,0.9296485697824658,0.926912336103706
pc_rltk8139.cnf,2,27,0.9240566715962464,0.9279828766883366
pc_rltk8139.cnf,2,28,0.9201898483128393,0.9250681639778606
pc_rltk8139.cnf,2,29,0.9236403317241308,0.9237590953414971
pc_rltk8139.cnf,2,30,0.9223315966934341,0.9220934022473679
pc_rltk8139.cnf,2,31,0.9242351506279626,0.9244136296596789
pc_rltk8139.cnf,2,32,0.9252463094039101,0.9231048946289822
pc_rltk8139.cnf,2,33,0.9224503603108004,0.9254845038499762
pc_rltk8139.cnf,2,34,0.9238781925645302,0.9189404950908258
pc_rltk8139.cnf,2,35,0.9229857974059491,0.9273880577845047
pc_rltk8139.cnf,2,36,0.9264362808172405,0.9232236582463484
pc_rltk8139.cnf,2,37,0.9195950294090075,0.9274474395931879
pc_rltk8139.cnf,2,38,0.9252463094039101,0.9305409649410469
pc_rltk8139.cnf,2,39,0.9221531176617178,0.9242945324366458
pc_rltk8139.cnf,2,40,0.9235212345010977,0.9256629828816925
pc_rltk8139.cnf,2,41,0.9245921086913951,0.9246514905000782
pc_rltk8139.cnf,2,42,0.9281019739113696,0.9214392015348529
pc_rltk8139.cnf,2,43,0.9257817464990588,0.926912336103706
pc_rltk8139.cnf,2,44,0.9172748019966966,0.9251869275952269
pc_rltk8139.cnf,2,45,0.9207846672166712,0.9212607225031367
pc_rltk8139.cnf,2,46,0.926912336103706,0.9222718812790841
pc_rltk8139.cnf,2,47,0.9208443826310211,0.9219746386300016
pc_rltk8139.cnf,2,48,0.9259008437220918,0.9214392015348529
pc_rltk8139.cnf,2,49,0.9295891879737826,0.9307194439727631
pc_rltk8139.cnf,2,50,0.9226288393425166,0.9219746386300016
rattler.cnf,2,1,0.909180080275198,0.9062716871646853
rattler.cnf,2,2,0.918197352931011,0.917841029661083
rattler.cnf,2,3,0.920724954220871,0.9301224069835691
rattler.cnf,2,4,0.926705373874867,0.9145185063295553
rattler.cnf,2,5,0.912714562427378,0.9282239533042178
rattler.cnf,2,6,0.927896074724507,0.9301817432190764
rattler.cnf,2,7,0.910657063168316,0.9212228892281181
rattler.cnf,2,8,0.91145840820455,0.9286393069527693
rattler.cnf,2,9,0.909891809244402,0.9100095641447645
rattler.cnf,2,10,0.927933083407478,0.9285206344817546
rattler.cnf,2,11,0.907577084345847,0.9281646170687105
rattler.cnf,2,12,0.9291139968368282,0.9304784243966132
rattler.cnf,2,13,0.9201548369889858,0.9150525324491214
rattler.cnf,2,14,0.9244860763241386,0.9145778425650627
rattler.cnf,2,15,0.910424917793316,0.9266812111810266
rattler.cnf,2,16,0.9089415119056321,0.9289953243658134
rattler.cnf,2,17,0.9112553192335349,0.9130354062987555
rattler.cnf,2,18,0.9162392571592686,0.9088821756701247
rattler.cnf,2,19,0.9235960327915282,0.9275712547136369
rattler.cnf,2,20,0.9065683683422221,0.9066277045777293
rattler.cnf,2,21,0.9125013801791894,0.9162392571592686
rattler.cnf,2,22,0.9103655815578087,0.9117893453531011
rattler.cnf,2,23,0.9072804031683103,0.9282832895397252
rattler.cnf,2,24,0.9289359881303061,0.9296477170995102
rattler.cnf,2,25,0.9090008481411395,0.9167732832788348
rattler.cnf,2,26,0.9258508097408077,0.9273932460071148
rattler.cnf,2,27,0.9256134647987783,0.9250201024437047
rattler.cnf,2,28,0.9318431578132823,0.9344536463187219
rattler.cnf,2,29,0.9320211665198044,0.9312497954582087
rattler.cnf,2,30,0.9227656313513094,0.9321398389908191
rattler.cnf,2,31,0.9263251937679825,0.9293510359219734
rattler.cnf,2,32,0.9132134150052775,0.9110179742915054
rattler.cnf,2,33,0.9120860265306379,0.9152898773911509
rattler.cnf,2,34,0.9313091316937161,0.9272152373005927
rattler.cnf,2,35,0.9217569153476843,0.9091195206121542
rattler.cnf,2,36,0.9138658077389744,0.925079438679212
rattler.cnf,2,37,0.9136881048893364,0.9302410794545838
rattler.cnf,2,38,0.9097722192027351,0.925910145976315
rattler.cnf,2,39,0.9145185063295553,0.9150525324491214
rattler.cnf,2,40,0.9106622627353455,0.9303597519255985
rattler.cnf,2,41,0.9270372285940707,0.9166546108078201
rattler.cnf,2,42,0.9142811613875259,0.9141624889165112
rattler.cnf,2,43,0.9258508097408077,0.9272745735361001
rattler.cnf,2,44,0.9091195206121542,0.9275119184781295
rattler.cnf,2,45,0.9231806791429767,0.9324365201683559
rattler.cnf,2,46,0.9244860763241386,0.9272152373005927
rattler.cnf,2,47,0.9113146554690422,0.9173663397770242
rattler.cnf,2,48,0.9170103223639801,0.9121453627661452
rattler.cnf,2,49,0.9266812111810266,0.9233586878494988
rattler.cnf,2,50,0.9256134647987783,0.9259694822118224
vads.cnf,2,1,0.917738830324232,0.9202243947845614
vads.cnf,2,2,0.922994457802373,0.9217822315459182
vads.cnf,2,3,0.920686704940469,0.9187863650613675
vads.cnf,2,4,0.918593361792396,0.9232199160038725
vads.cnf,2,5,0.918334758127889,0.9238192964599264
vads.cnf,2,6,0.917143938316293,0.9236394132700624
vads.cnf,2,7,0.91979626588738,0.9209432370135385
vads.cnf,2,8,0.920111493051192,0.9222614596985697
vads.cnf,2,9,0.920100099298283,0.9205237397473487
vads.cnf,2,10,0.919076042597444,0.918007446680689
vads.cnf,2,11,0.921902038584081,0.9186064818715033
vads.cnf,2,12,0.9222614596985697,0.9210630440517014
vads.cnf,2,13,0.9188464412130687,0.9223812667367325
vads.cnf,2,14,0.919145786175856,0.9174084114898747
vads.cnf,2,15,0.9156706915386538,0.9141132000425367
vads.cnf,2,16,0.9198048975183716,0.9133940125483199
vads.cnf,2,17,0.9238192964599264,0.914892118423215
vads.cnf,2,18,0.9193854002521817,0.9222013835468684
vads.cnf,2,19,0.915011925461378,0.9126150941676414
vads.cnf,2,20,0.9130345914338313,0.9233397230420354
vads.cnf,2,21,0.9233997991937366,0.9238192964599264
vads.cnf,2,22,0.9207636990889141,0.9189061720995303
vads.cnf,2,23,0.9131543984719942,0.9157908438420563
vads.cnf,2,24,0.9205838158990499,0.9129147843956684
vads.cnf,2,25,0.9213026581280271,0.9163298028811694
vads.cnf,2,26,0.9172285283000107,0.9244183316507407
vads.cnf,2,27,0.9193854002521817,0.9184866748333405
vads.cnf,2,28,0.9175282185280376,0.9232799921555738
vads.cnf,2,29,0.9162099958430066,0.9157908438420563
vads.cnf,2,30,0.919145786175856,0.9172886044517119
vads.cnf,2,31,0.9176480255662005,0.918307136908716
vads.cnf,2,32,0.919445476403883,0.9192058623275573
vads.cnf,2,33,0.9196253595937471,0.918307136908716
vads.cnf,2,34,0.9198649736700728,0.9221416526604068
vads.cnf,2,35,0.9236994894217636,0.918007446680689
vads.cnf,2,36,0.9179477157942274,0.9159106508802192
vads.cnf,2,37,0.9177081017179017,0.9122556730531529
vads.cnf,2,38,0.9199847807082356,0.9177081017179017
vads.cnf,2,39,0.9200445115946972,0.9184269439468788
vads.cnf,2,40,0.9166294931091964,0.916689223995658
vads.cnf,2,41,0.912435556243017,0.9154310774623281
vads.cnf,2,42,0.9245982148406049,0.9212429272415655
vads.cnf,2,43,0.9201045877463986,0.9188464412130687
vads.cnf,2,44,0.9156706915386538,0.9211828510898643
vads.cnf,2,45,0.9214825413178912,0.9195652834420458
vads.cnf,2,46,0.9169889142236849,0.9139933930043738
vads.cnf,2,47,0.9145323520434868,0.9187863650613675
vads.cnf,2,48,0.9173483353381735,0.9186665580232046
vads.cnf,2,49,0.9223211905850313,0.9147719661198126
vads.cnf,2,50,0.9226809569647595,0.9184866748333405
